file,symbol_file,price_file,rows_before,rows_after,removed,changed,status,reason,run_at
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1001.csv,KRX_IDX_1001.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1001.csv,9222,9222,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1002.csv,KRX_IDX_1002.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1002.csv,6272,6272,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1003.csv,KRX_IDX_1003.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1003.csv,6078,6078,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1004.csv,KRX_IDX_1004.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1004.csv,6177,6177,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1005.csv,KRX_IDX_1005.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1005.csv,7167,7167,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1006.csv,KRX_IDX_1006.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1006.csv,6169,6169,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1007.csv,KRX_IDX_1007.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1007.csv,6358,6358,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1008.csv,KRX_IDX_1008.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1008.csv,6929,6929,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1009.csv,KRX_IDX_1009.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1009.csv,7159,7159,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1010.csv,KRX_IDX_1010.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1010.csv,6954,6954,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1011.csv,KRX_IDX_1011.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1011.csv,7167,7167,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1012.csv,KRX_IDX_1012.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1012.csv,7187,7187,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1013.csv,KRX_IDX_1013.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1013.csv,6656,6656,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1014.csv,KRX_IDX_1014.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1014.csv,6486,6486,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1015.csv,KRX_IDX_1015.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1015.csv,6642,6642,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1016.csv,KRX_IDX_1016.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1016.csv,6809,6809,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1017.csv,KRX_IDX_1017.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1017.csv,6875,6875,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1018.csv,KRX_IDX_1018.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1018.csv,6475,6475,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1019.csv,KRX_IDX_1019.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1019.csv,6627,6627,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1020.csv,KRX_IDX_1020.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1020.csv,6875,6875,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1021.csv,KRX_IDX_1021.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1021.csv,6155,6155,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1024.csv,KRX_IDX_1024.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1024.csv,6570,6570,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1025.csv,KRX_IDX_1025.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1025.csv,6682,6682,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1026.csv,KRX_IDX_1026.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1026.csv,6637,6637,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1027.csv,KRX_IDX_1027.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1027.csv,6674,6674,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1028.csv,KRX_IDX_1028.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1028.csv,6670,6670,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1034.csv,KRX_IDX_1034.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1034.csv,6272,6272,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1035.csv,KRX_IDX_1035.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1035.csv,6272,6272,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1045.csv,KRX_IDX_1045.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1045.csv,182,182,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1046.csv,KRX_IDX_1046.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1046.csv,182,182,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1047.csv,KRX_IDX_1047.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1047.csv,182,182,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1150.csv,KRX_IDX_1150.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1150.csv,1693,1693,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1151.csv,KRX_IDX_1151.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1151.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1152.csv,KRX_IDX_1152.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1152.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1153.csv,KRX_IDX_1153.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1153.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1154.csv,KRX_IDX_1154.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1154.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1155.csv,KRX_IDX_1155.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1155.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1156.csv,KRX_IDX_1156.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1156.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1157.csv,KRX_IDX_1157.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1157.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1158.csv,KRX_IDX_1158.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1158.csv,4072,4072,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1159.csv,KRX_IDX_1159.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1159.csv,2495,2495,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1160.csv,KRX_IDX_1160.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1160.csv,2495,2495,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1167.csv,KRX_IDX_1167.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1167.csv,2495,2495,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1182.csv,KRX_IDX_1182.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1182.csv,1678,1678,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1224.csv,KRX_IDX_1224.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1224.csv,1307,1307,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1227.csv,KRX_IDX_1227.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1227.csv,1307,1307,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1232.csv,KRX_IDX_1232.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1232.csv,1307,1307,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1244.csv,KRX_IDX_1244.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1244.csv,1319,1319,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/KRX_IDX_1894.csv,KRX_IDX_1894.csv,/home/jyp0615/global_universe/data/daily/KRX_IDX_1894.csv,1040,1040,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/LRGF.csv,LRGF.csv,/home/jyp0615/global_universe/data/daily/LRGF.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/MTUM.csv,MTUM.csv,/home/jyp0615/global_universe/data/daily/MTUM.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/QQQ.csv,QQQ.csv,/home/jyp0615/global_universe/data/daily/QQQ.csv,0,0,0,False,skipped,no_price_file,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/QUAL.csv,QUAL.csv,/home/jyp0615/global_universe/data/daily/QUAL.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/RSP.csv,RSP.csv,/home/jyp0615/global_universe/data/daily/RSP.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SCJ.csv,SCJ.csv,/home/jyp0615/global_universe/data/daily/SCJ.csv,1,1,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SMEA.MI.csv,SMEA.MI.csv,/home/jyp0615/global_universe/data/daily/SMEA.MI.csv,0,0,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SMIN.csv,SMIN.csv,/home/jyp0615/global_universe/data/daily/SMIN.csv,1,1,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SPHB.csv,SPHB.csv,/home/jyp0615/global_universe/data/daily/SPHB.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SPHQ.csv,SPHQ.csv,/home/jyp0615/global_universe/data/daily/SPHQ.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SPLV.csv,SPLV.csv,/home/jyp0615/global_universe/data/daily/SPLV.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/SPY.csv,SPY.csv,/home/jyp0615/global_universe/data/daily/SPY.csv,0,0,0,False,skipped,no_price_file,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/THD.csv,THD.csv,/home/jyp0615/global_universe/data/daily/THD.csv,1,1,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/USMV.csv,USMV.csv,/home/jyp0615/global_universe/data/daily/USMV.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/VIG.csv,VIG.csv,/home/jyp0615/global_universe/data/daily/VIG.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/VYM.csv,VYM.csv,/home/jyp0615/global_universe/data/daily/VYM.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XIC.TO.csv,XIC.TO.csv,/home/jyp0615/global_universe/data/daily/XIC.TO.csv,0,0,0,False,skipped,no_price_file,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLB.csv,XLB.csv,/home/jyp0615/global_universe/data/daily/XLB.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLC.csv,XLC.csv,/home/jyp0615/global_universe/data/daily/XLC.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLE.csv,XLE.csv,/home/jyp0615/global_universe/data/daily/XLE.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLF.csv,XLF.csv,/home/jyp0615/global_universe/data/daily/XLF.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLI.csv,XLI.csv,/home/jyp0615/global_universe/data/daily/XLI.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLK.csv,XLK.csv,/home/jyp0615/global_universe/data/daily/XLK.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLP.csv,XLP.csv,/home/jyp0615/global_universe/data/daily/XLP.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLRE.csv,XLRE.csv,/home/jyp0615/global_universe/data/daily/XLRE.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLU.csv,XLU.csv,/home/jyp0615/global_universe/data/daily/XLU.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLV.csv,XLV.csv,/home/jyp0615/global_universe/data/daily/XLV.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
/home/jyp0615/global_universe/data/valuations/XLY.csv,XLY.csv,/home/jyp0615/global_universe/data/daily/XLY.csv,2,2,0,False,ok,,2025-09-09T14:32:38+09:00
